"type","sub_type","sqft","baths","beds","stories","year_built","listPrice"
"single_family",,"1725","2","3","1","2012","274900"
"single_family",,"1853","2","3",,,"428000"
"single_family",,"2207","3","4",,"1976","277000"
"single_family",,"2910",,"5","2",,
"condos","condo","760","1","1","1","1987","122900"
"townhomes","townhouse","1334","2","3",,"2013","215000"
"townhomes","townhouse","1809","3","3","2","2021","375000"
"single_family",,"2074","4","3","2","1955","1300000"
"single_family",,"1523","2","3","1","1998","500000"
"single_family",,"1898",,"3","1",,"352999"
"single_family",,"1445","2","2",,,"335000"
"multi_family",,,,,"2",,"329900"
"condos","condo","1375","2","3","1","1958","284000"
"single_family",,"2186","4","4","2","1982","225000"
"single_family",,"1850","3","3",,"2023","389000"
"single_family",,"1430","2","3","1",,"349935"
"single_family",,"1533",,"3","1",,"247999"
"condos","condo","1006","2","2",,"2006","243000"
"condos","condo","349","1",,"1","1966","77000"
"single_family",,"920","1","2","1","1943","222000"
"single_family",,"1009","2","3","1","1993","189900"
"townhomes",,"1635","3","3","2",,"244325"
"single_family",,"1520",,"2","1",,"436499"
"single_family",,"1362","2","2",,,"349000"
"single_family",,"2618",,"4","1",,"829990"
"single_family",,"1864","2","3","1","1974","345000"
"condos","condo","1660","3","2","2","1983","865000"
"single_family",,,"2","3","1","2025","299990"
"single_family",,"1440","2","3","2","2025","260000"
"single_family",,"800","1","1","1",,"144900"
"single_family",,"1100","2","3","1","1950","260000"
"single_family",,"1046",,"3","1",,"265000"
"single_family",,"1702","2","3","2",,"389715"
"single_family",,"1144","1","2","1","1950","279300"
"single_family",,"1140",,"3","1",,"330200"
"single_family",,"1520","2","3","1","2025","275405"
"single_family",,"2016","3","3","1","1985","349900"
"single_family",,"1568","2","3","1","1979","849000"
"single_family",,"1516","2","3","1","1980","420000"
"land",,,"0",,,,"284900"
"single_family",,"2506","2","4","1","1938","375000"
"single_family",,"2452","4","3",,"2016","559900"
"single_family",,"2739",,"4","2",,"429990"
"single_family",,"1999",,"4","3",,"599990"
"single_family",,"1498",,"4","1",,"312490"
"single_family",,"2026","2","4","1","2005","334900"
"single_family",,"2539",,"4","2",,"533990"
"single_family",,"3133","5","6","2","2025","465900"
"single_family",,"1183",,"3","1",,"271990"
"single_family",,"1800","2","6","1","1967","222000"
"single_family",,"2091","3","4","2","1986","1099000"
"townhomes","townhouse","2098","3","3","2","2007","480000"
"single_family",,"2260",,"4","2",,"384490"
"single_family",,"1776","2","3","1","2003","299900"
"single_family",,"1660","3","4","2",,"246999"
"condos","condo","1080","2","2","1","1997","189000"
"single_family",,"2380","3","4","2","2020","760000"
"single_family",,"1200","2","3","1","1983","210000"
"single_family",,"4112","4","5","2","1890","580000"
"multi_family",,,"0",,,"1915","129900"
"multi_family",,"2710","6","6","2","2025","419000"
"condos","condo","1620","3","4","1","1998","1299900"
"condos","condo","888","2","2","1","1984","214900"
"condos","condo","1228","2","2","1","1997","152000"
"single_family",,"2511",,"5","2",,"323990"
"single_family",,"3113",,"4","2",,"386990"
"single_family",,"2537",,"5","2",,"439990"
"single_family",,"772","1","2","1","1975","429900"
"single_family",,"1324","2","3","1","1992","244900"
"single_family",,"2628","3","4",,,"629000"
"single_family",,"1680",,"3","1",,"300900"
"single_family",,"1814","2","3","1","2025","345000"
"condos","condo","900","2","2","3","1993","140000"
"townhomes",,"1403","3","3","2",,"209999"
"single_family",,"5870","5","4","2","2004","1425000"
"single_family",,"1269","2","3","1","2025","262900"
"townhomes",,"1470","3","3",,,"234400"
"single_family",,"1050","2","2","1","2014","159000"
"single_family",,"2914","4","3","1","2013","429000"
"townhomes",,"1429","3","3","2",,"244900"
"single_family",,"2571",,"4","2",,"379990"
"townhomes",,"1635","3","3","2",,"243135"
"single_family",,"2244","2","3",,"2022","500000"
"single_family",,"2052","3","3","2","1961","260000"
"land",,,"0",,,,"79500"
"single_family",,"1500","2","4","1",,"286900"
"multi_family",,"1885","2","6","1","1960","590000"
"single_family",,"1401","2","3","1","1963","724900"
"single_family",,"1460","3","4","1","1977","280000"
"townhomes",,"2125","4","4",,,"521490"
,,"1834",,"3","1",,"508900"
"multi_family",,"2560","3","8","1","1977","675000"
"single_family",,"1064","1","3","1","1910","175000"
"single_family",,"2826","4","4","2","2025","725000"
"single_family",,"3629","4","4","2","2003","1498000"
"single_family",,"1241","2","3","1","2008","258900"
"single_family",,"2169",,"4","2",,"334999"
"single_family",,"1116","2","3","1","1996","229900"
"single_family",,"1695","2","3","1","2025","398900"
"single_family",,"2433","3","4","2","2023","374000"
"land",,,"0",,,,"50000"
"condos","condo","780","2","2","2","1986","145000"
"single_family",,"3370",,"5","2",,"386990"
"single_family",,"1617","2","3","1","2002","298000"
"single_family",,"1660","3","4","2",,"289990"
"single_family",,"2140","3","3","2",,"513480"
"townhouse",,"1567",,"3","2",,"310000"
"condos","condo","1200","3","2","2","2004","207000"
"single_family",,"1391","2","3","1","2025","275000"
"land",,,"0",,,,"99900"
"townhomes",,"1304","3","2","2",,"277990"
"townhomes",,"1416","3","3","2",,"239900"
"single_family",,"1618","2","3","1",,"261540"
"townhomes","townhouse","1934","4","4","3","2025","449900"
"single_family",,"1519","2","3","2","1991","214000"
"single_family",,"2140","3","4","1","2025","634900"
"single_family",,"1475","2","3","1",,"289520"
"single_family",,"1587","2","4","1",,"438900"
"condos","condo","1302","2","3","1","2006","378900"
"condos","condo","1200","2","2","1","1998","290000"
"single_family",,"1976",,"4","2",,"271800"
"single_family",,"1188","2","3","1","1967","280000"
"single_family",,"1500","2","3",,"1991","365000"
"townhomes","townhouse","1066","2","2","2","1983","375000"
"condos","condo","1475","3","2",,,"675000"
"farm",,,"0",,,,"59900"
"single_family",,"1724","3","3","2",,"299000"
"condos","condo","1282","3","2",,,"849500"
"single_family",,"1750","2","2",,"1997","569000"
"single_family",,"1600",,"3","2",,"265999"
"single_family",,"1719","2","4","1","1965","259900"
"farm",,,,,,,"875000"
"single_family",,"1450","2","2","1","1985","199000"
"condos","condo","1465","2","3","2","1987","269900"
"single_family",,"1773","2","3","1","2024","307990"
"townhomes","townhouse","1868","4","4","2","1976","227500"
"single_family",,"2588","3","5","2",,"361500"
"single_family",,"1300","2","3","1","1952","249950"
"single_family",,"1460","2","3","1","2025","275000"
"single_family",,"1497","2","3","1","1982","399500"
"single_family",,"2943","3","3","1","1996","349000"
"single_family",,"2322","3","4","2",,"329900"
"condos","condo","1251","2","2","1","1986","1275000"
"single_family",,"2697","3","4","2",,"436405"
"single_family",,"2713","4","4","2",,"552999"
"single_family",,"1812","2","3",,"2025","349990"
"single_family",,"3740","4","4","2","1987","669000"
"single_family",,"1232","2","2",,"2021","350000"
"condos","condo","1013","2","2","7","2005","444000"
"single_family",,"1650","3","3","2","2015","300000"
"multi_family",,"1800",,,,"1985","529000"
"single_family",,"1042","2","2","2","1988","214900"
"single_family",,"2018","3","4","2",,"307900"
"single_family",,"1514","2","3",,"1989","145000"
"single_family",,"1056","2","3","1",,"239900"
"single_family",,"1210","2","3","1",,"228900"
"single_family",,"2600","3","4","2","2007","639000"
"single_family",,"1782","2","3","1","1968","274900"
"single_family",,"1732","3","3","2","1988","279000"
"single_family",,"1092","1","3","1","1965","24900"
"single_family",,"4138","5","5","2","2025","539900"
"townhomes","townhouse","1849","3","2","2","1985","252000"
"single_family",,"1260","2","3","1","2000","234000"
"single_family",,"1457","2","3","1","2005","298000"
"single_family",,"2141","3","4","2","2000","393900"
"single_family",,"1004","1","2","1","1910","164900"
"single_family",,"1593","2","3",,"1955","240000"
"single_family",,"1477","2","3",,"1964","169500"
"single_family",,"2797",,"5","2",,"599990"
"single_family",,"1742","3","2",,,"497900"
"single_family",,"3401","6","5","2","1997","469000"
"single_family",,"1558","2","3","1","2002","299900"
"single_family",,"1313","2","2","1","2025","270000"
"single_family",,"2734","3","4","2","2005","719000"
"single_family",,"1648","2","3","1",,"294900"
"townhomes",,"2256","4","4",,,"563990"
"single_family",,"1962","3","3","2","2022","279900"
"condos","condo","739","2","2","1","1989","250000"
"single_family",,"3458",,"4","2",,"900990"
"single_family",,"1308","2","3","1","2025","268795"
"single_family",,"2749","2","4","1","1994","539900"
"single_family",,"2277",,"3","2",,"321990"
"single_family",,"2831","2","4","1",,"594900"
"single_family",,"1572","2","3","1",,"315000"
"single_family",,"2822","3","4","2","2005","885000"
"single_family",,"1064","2","3","1","2025","265000"
"condos","condo","888","2","2",,,"309400"
"single_family",,"2003",,"4","3",,"427990"
"single_family",,"1601","3","3","2",,"292900"
"single_family",,"1808","2","3",,"1982","230000"
"single_family",,"2154","4","5","2","1940","437000"
"condos","condo","1050","2","2",,"2006","174900"
"single_family",,"1742","3","3","2","2001","279900"
"townhomes",,"1811","3","4","2",,"252290"
"condos","condo","1038","1","2","1","1958","259900"
"single_family",,"2457","3","4","2","1988","355000"
"single_family",,"2129","3","3","1","2025","659900"
"single_family",,"3180","4","5","2","2004","859000"
"single_family",,"2570",,"4","2",,"350990"
"single_family",,"3172","3","4","2","1910","619900"
"single_family",,"1269","2","3","1","1947","175000"
"single_family",,"5880","5","6","3","2011","839999"
"multi_family",,"3500","5","10","1","1984","375000"
"single_family",,"2325","3","3",,,"295505"
"single_family",,"2203",,"4","2",,"386900"
"single_family",,"1777",,"3","2",,"331990"
"condos","condo","588","1","1",,"1983","239000"
"single_family",,"2433","4","4",,"2024","349900"
"single_family",,"3305","3","4","2",,"477489"
"single_family",,"3711","6","5","2","2022","1430750"
"single_family",,"1533",,"3","1",,"276990"
"condos","condo","1063","2","2","1","2006","382500"
"townhomes",,"1811","3","4","2",,"261490"
"single_family",,"2724",,"4","2",,"408990"
"single_family",,"3074","5","6","3","1956","2190000"
"single_family",,"3708","4","5","2","2025","740000"
"single_family",,"1749",,"3","2",,"314900"
"single_family",,"1321","2","2",,,"377000"
"single_family",,"1452","1","3","1","1930","350000"
"townhomes",,"1672","3","3","2",,"382300"
"single_family",,"1810","2","3",,"1993","265000"
"condos","condo","360","1",,"1","1973","77900"
"single_family",,"1475","2","3","1",,"289990"
"single_family",,"2435",,"3","3",,"755000"
"single_family",,"1605","2","3","1","1945","975000"
"single_family",,"1796",,"2","1",,"290990"
"single_family",,"1314","2","3","1","2025","258485"
"condos","condo","550","1","1","2","1987","115000"
"single_family",,"2496","4","5","2","2008","319000"
"single_family",,"2916","3","5","2","2021","479000"
"single_family",,"2815","3","4","2","2023","700000"
"single_family",,"1613","3","4","2",,"243900"
"single_family",,"2307",,"3","2",,"579990"
"single_family",,"1670","3","3","2","2023","440000"
"single_family",,"1520","2","3","1","2025","274695"
"townhomes","townhouse","1354","3","2","2","2006","229900"
"single_family",,"1906","0",,,,"324645"
"single_family",,"3088","4","4","1","2007","449000"
"condos","condo","475","1","1","7","1984","115000"
"single_family",,,"3","3","1",,"525000"
"single_family",,"1305","2","3",,"2017","259900"
"townhomes",,"1304","3","2","2",,"280000"
"single_family",,"1182","2","3","1",,"218970"
"condos","condo","843","2","2","1","1977","279900"
"condos","condo","2120","3","3","2","2012","634900"
"townhomes","townhouse","1008","2","2","2","1975","235000"
"single_family",,"1706","2","4","1","2024","319900"
"condos","condo","815","2","2","1","2001","150000"
"single_family",,"1719","2","3","1","2025","427900"
"single_family",,"1510","2","3","1",,"424140"
"single_family",,"1644","3","3","2","2003","234000"
"townhomes",,"1635","3","3","2",,"243155"
"single_family",,"1156","2","3","1","1983","278000"
"single_family",,"1735","3","3","2",,"289999"
"single_family",,"4646","6","5","1","2020","1170000"
"condos","condo","1236","2","2",,,"975000"
"condos","condo","1127","1","1","2","1915","569000"
"single_family",,"1292","2","3","1","1973","375000"
"single_family",,"1564","2","4","1","2022","299000"
"single_family",,"1650","3","4","2","2000","309900"
"single_family",,"1045","2","2","1",,"272990"
"condos","condo","1063","2","2","1","2006","415000"
"single_family",,"2075",,"3","2",,"400000"
"single_family",,"2180","2","3","2",,"600000"
"single_family",,"2670","3","4","2","1990","415000"
"single_family",,"1313","2","3","1",,"315000"
"single_family",,"1215","2","3",,"2024","220000"
"single_family",,"3623","5","4","2","2011","2295000"
"single_family",,"1674","2","4",,"2025","306400"
"single_family",,"7900","4","4",,"1907","875000"
"single_family",,"2238","2","4","1","1956","269900"
"townhomes","townhouse","1516","3","3","2","2006","249900"
"townhomes",,"1567","3","3","2",,"314990"
"single_family",,"2018","3","4","2",,"289990"
"single_family",,"840","1","2","1",,"227500"
"single_family",,"3511","6","5","2","2002","3875000"
"single_family",,"1475","2","3","1",,"299990"
"condos","condo","1327","2","2","1","1987","315000"
"single_family",,"2074","2","3",,,"489900"
"single_family",,"3474","5","5","2","1998","3195000"
"single_family",,"2309",,"4",,,"417990"
"single_family",,"1725","2","3","1","2025","549000"
"single_family",,"1252","1","3","1","1960","269000"
"single_family",,"1700","2","3","1","1996","265000"
"single_family",,"2855","4","4",,"2025","669900"
"condos","condo","976","2","2","1","1986","395000"
"farm",,,,,,,"300000"
"single_family",,"2149",,"3","2",,"638990"
"single_family",,"2082","2","4","1","2003","712500"
"single_family",,"1930","2","4","2","1949","209000"
"single_family",,"1181","1","3",,"1955","159000"
"single_family",,"1638","3","7","2","2004","589900"
"multi_family",,"864","2","2",,"1974","220000"
"single_family",,"2944","3","3","2","1978","363900"
"single_family",,"1600","3","3","2",,"242999"
"single_family",,"1596","2","3","1",,"299000"
"single_family",,"1120","2","2","1","1971","299000"
"single_family",,,"3","4","1","1989","380000"
"single_family",,"2079","3","4","1","1940","469000"
"single_family",,"4426","5","5","2",,"1449999"
"single_family",,"1343","2","3","1",,"289900"
"single_family",,"1800","2","3","1",,"420000"
"condos","condo","976","2","2","2","1984","123900"
"condos","condo","1293","2","2",,,"760000"
"single_family",,"1919","2","3","1","1983","355000"
"single_family",,"1710","2","3","1","1962","209900"
"single_family",,"1618","2","3","1",,"295900"
"single_family",,,"2","4","1",,"659900"
"condos","condo","3568","3","2","3","1815","2450000"
"single_family",,"1738","2","4",,"1967","281000"
"single_family",,"1984","2","2",,"1984","299000"
"multi_family",,"2956","5","7",,"1990","574500"
"single_family",,"4220","6","6","3","1989","1095000"
